Cell 1,Cell 2,Cell 3,Cell 4,Cell 5,Cell 6,Cell 7,Cell 8,Cell 9,Cell 10,Cell 11,Cell 12,Cell 13,Cell 14,Cell 15,Cell 16,Cell 17,Cell 18,Cell 19,Cell 20,Cell 21,Cell 22,Cell 23,Cell 24,Cell 25,Cell 26,Cell 27,Cell 28,Cell 29,Cell 30,Cell 31,Cell 32,Cell 33,Cell 34,Cell 35,Cell 36,Cell 37,Cell 38,Cell 39,Cell 40,Cell 41,Cell 42,Cell 43,Cell 44,Cell 45,Cell 46,Cell 47,Cell 48,Cell 49,Cell 50,Cell 51,Cell 52,Cell 53,Cell 54,Cell 55,Cell 56,Cell 57,Cell 58,Cell 59,Cell 60,Cell 61,Cell 62,Cell 63,Cell 64,Cell 65,Cell 66,Cell 67,Cell 68,Cell 69,Cell 70,Cell 71,Cell 72,Cell 73,Cell 74,Cell 75,Cell 76,Cell 77,Cell 78,Cell 79,Cell 80,Cell 81,Cell 82,Cell 83,Cell 84,Cell 85,Cell 86,Cell 87,Cell 88,Cell 89,Cell 90,Cell 91,Cell 92,Cell 93,Cell 94,Cell 95,Cell 96,Cell 97,Cell 98,Cell 99
0,0,0.0003824846,0,0.0009030662,0.0009251678,0.0008744388,0.0006633673,0,0,0.0042576243,0.0024593163,0.0008568323,0.0015191475,0.0014146161,0.0007226803,0.0024472651,0.0027917589,0.002306339,0.0001809184,0,0,0,0,1.84E-05,0,5.38E-05,0.0008569615,0.0008510612,0.0009230153,0.0013324769,0.0011382814,7.62E-05,0,0.0006297023,0.0005646577,0.0006558746,0.000644046,0.000238613,0.0003130461,0,0.0004083219,0.0004085625,0.0003917908,0.0005668477,0.0005809714,0.0005438677,0,0.0005179381,0.0006638805,0.0004128741,0.0006138777,0.0011732007,0.0016880237,0.0024647607,0.0052599715,0.002853021,0.0018783655,0.0039899254,0.0048003059,0.0061086775,0.0128312961,0.0200678357,0.0142556779,0.0104594223,0.0100763198,0.0111847622,0.0089610113,0.0190727533,0.0266987177,0.0239915736,0.0236093753,0.0237717941,0.0187528262,0.0146284307,0.0100885082,0.0228699364,0.0245269082,0.0246762133,0.0242750345,0.0176162925,0.0091298956,0.0128374463,0.0281603187,0.0193309045,0.0162691609,0.0154958694,0.010735419,0.0095563465,0.0368335411,0.0319361468,0.0180072701,0.0090970342,0.0101122911,0.0132375268,0.0277035814,0.0173087734,0.0149828347,0.0139484159
0,0,0.0003774232,0,0.000894068,0.0008835473,0.0008744388,0.0006633673,0,0,0.0042913509,0.0024134943,0.0008376187,0.0015086444,0.0013231895,0.0007200808,0.0023910376,0.0026615955,0.0021867026,0.0001809184,0,0,0,0,3.68E-05,0,1.59E-05,0.0008179608,0.0008073109,0.0008745889,0.0012667395,0.0012006722,3.70E-05,0,0.0006060203,0.0005376886,0.0006331886,0.0006151096,0.0002133622,0.0001964474,0,0.0003619439,0.0003564665,0.0003371682,0.0005352292,0.0005517316,0.0004821226,0,0.0005176477,0.0006389275,0.0003942622,0.0005945639,0.0011218964,0.0015775844,0.0024527292,0.0052049774,0.0028015265,0.0018535438,0.0038662251,0.0045962223,0.0058288244,0.0122659574,0.0193552985,0.0136181552,0.0100493909,0.0095963714,0.0105540216,0.008425901,0.0174522534,0.0249031318,0.0223220727,0.022167205,0.022271259,0.0174317558,0.013577996,0.0084315215,0.020786328,0.0225356087,0.0229556755,0.0225073311,0.0162649518,0.0080970253,0.0112948185,0.0261454087,0.0179513575,0.0151575088,0.0143061893,0.0096340374,0.00889045,0.0343200664,0.0304438713,0.0171297033,0.0082653701,0.0095654115,0.0126214238,0.0265037134,0.0166201936,0.0144243696,0.0132963967
0,0,0.0003767983,0,0.0008831327,0.000870267,0.0008744388,0.0006633673,0,0,0.0042797383,0.0023432625,0.0008239375,0.0015302362,0.0012466592,0.0007178812,0.0023458675,0.0025115126,0.0020455184,0.0001809184,0,0,0,0,4.34E-05,0,3.97E-06,0.000789708,0.0007735495,0.0008396523,0.0012237361,0.0012214856,2.33E-05,0,0.0005952626,0.0005226477,0.0006215593,0.0005975038,0.0001846748,9.14E-05,0,0.0003378151,0.000321383,0.0003184954,0.0005040919,0.0005285638,0.0004023784,0,0.0005281516,0.0006282057,0.0004379723,0.0005828982,0.0010632184,0.0015067333,0.0024268765,0.0051739993,0.0027511647,0.0018414376,0.0037769609,0.0043924712,0.0055441101,0.0117369228,0.0186074786,0.0129685149,0.0096516394,0.0091265712,0.0099225973,0.0079142097,0.015973576,0.0231779808,0.0207921997,0.0207953994,0.0208388201,0.0161456297,0.0125707312,0.0069148555,0.0187553547,0.0206099519,0.0213175048,0.0207688566,0.0149636363,0.007123105,0.00988379,0.0240993636,0.0165723189,0.0140618529,0.0131285108,0.0085051894,0.008185846,0.0317958679,0.0289403035,0.0162680645,0.0075289848,0.0090101238,0.0119367998,0.0252345711,0.0159234696,0.0138826848,0.0126255168
0,0,0.0003970442,0,0.0009034411,0.0008943429,0.0008744388,0.0006633673,0,0,0.004270025,0.0022206691,0.0008160188,0.0015672836,0.0011788671,0.0007149961,0.002361627,0.0022628001,0.0018187573,0.0001809184,0,0,0,0,3.45E-05,0,0,0.0007811391,0.0007546001,0.0008280476,0.0012089731,0.0012285497,3.63E-05,0,0.0005916766,0.0005177171,0.0006236511,0.0005941669,0.0001161439,4.92E-05,0,0.0003503948,0.0003086297,0.0003048277,0.0004830977,0.0004752647,0.0003074025,0,0.0005246181,0.0006192749,0.0004806175,0.0005588891,0.0009960176,0.0014795406,0.002354188,0.0051175245,0.0026724415,0.0017945423,0.0036755686,0.0041868054,0.0052021222,0.0112068929,0.0178228894,0.0122839139,0.0092173713,0.008614952,0.0093470375,0.0074160547,0.0146522477,0.0216126688,0.0193468095,0.0194489129,0.019511753,0.014907058,0.0116834816,0.0055432558,0.0168127213,0.0187418697,0.0198208721,0.0191350106,0.0137098892,0.0062540622,0.0085615931,0.0220041179,0.0151312998,0.0129522238,0.0119654903,0.0073064575,0.0073842824,0.0292965122,0.0273958326,0.0153793855,0.0067567917,0.0083376231,0.0111856453,0.0238585759,0.015155679,0.0133227478,0.0118932411
0,0,0.0003840468,0,0.0009028162,0.0009089792,0.0008744388,0.0006633673,0,0,0.0042500221,0.0020414545,0.0007957422,0.0015149269,0.0010809576,0.0007141962,0.0023435183,0.0019080459,0.0015014926,0.0001809184,0,0,0,0,2.61E-05,0,0,0.0007808943,0.0007499484,0.0008267256,0.0012033666,0.0012206734,5.36E-05,0,0.0005916766,0.0005177171,0.0006326906,0.0005965077,4.50E-05,2.87E-05,0,0.000391567,0.0003059828,0.0002958282,0.0004716624,0.0003896732,0.0002255167,0,0.0005124683,0.0006102473,0.0005128555,0.0005353883,0.0009437511,0.0014268416,0.0022169947,0.0049589197,0.0025605088,0.0017264358,0.003555757,0.0039572677,0.0047800711,0.0106107697,0.0170199648,0.0115765853,0.0087708819,0.0080703691,0.0087470403,0.0069095384,0.0134190636,0.0201441357,0.0179361247,0.0181415274,0.018225256,0.0137162722,0.0107947969,0.0042829848,0.0150233228,0.0169202219,0.0183851361,0.0176140952,0.0124835168,0.005412966,0.0074624594,0.0199116866,0.013671309,0.0117885657,0.0107624373,0.0061835427,0.0065389102,0.026939133,0.0258223328,0.0143929985,0.0058412692,0.0075747123,0.0104134,0.0224087956,0.0143266837,0.012721498,0.0111431115
0,0,0.0003627387,0,0.0008985046,0.0008888628,0.0008744388,0.0006633673,0,2.30E-06,0.0042125456,0.0018361469,0.0007739969,0.0014526629,0.0009791509,0.0007141962,0.0022972281,0.001490878,0.0011279915,0.0001787254,0,0,0,0,3.64E-05,0,0,0.0007815553,0.0007579052,0.0008265052,0.0011947402,0.0012067185,5.27E-05,0,0.0005916766,0.0005177171,0.0006335871,0.0005971302,1.67E-05,2.69E-05,0,0.0004413929,0.0003065121,0.0002932295,0.0004650767,0.0002971276,0.0001722416,0,0.0004962041,0.0006039546,0.0005333794,0.0005174056,0.0008739281,0.0013289632,0.0020461319,0.0047438727,0.002428851,0.0016585715,0.0034191875,0.0036892654,0.0043553869,0.0099897115,0.0161983915,0.0108766773,0.0082918363,0.0074997004,0.0080993979,0.0063857735,0.0122955371,0.0188133948,0.0166037798,0.0169797993,0.0170056524,0.0125722361,0.0099420372,0.0031416202,0.0134334096,0.0152969478,0.017059413,0.0162860527,0.0113613682,0.0047193829,0.00642359,0.0178059605,0.0121779857,0.0107026343,0.0096256029,0.0050774427,0.0056129439,0.0246749218,0.0242414018,0.0133905904,0.0049054882,0.0068234534,0.0096221358,0.0209466045,0.0135222472,0.0120981209,0.0103267274
0,0,0.0003629261,0,0.0009025038,0.0008690782,0.0008744388,0.0006633673,0,1.69E-05,0.004186343,0.0016767879,0.0007551066,0.0014723034,0.0008907294,0.0007154531,0.0022810402,0.0011503789,0.0008182243,0.0001547857,0,0,0,0,4.36E-05,0,0,0.0007823388,0.0007613328,0.0008262359,0.0011856256,0.001213684,3.00E-05,0,0.0005916766,0.0005177171,0.0006341349,0.0005985247,0,2.69E-05,0,0.0004868731,0.0003081003,0.0002906307,0.0004709371,0.0002233992,0.0001228166,0,0.0004813436,0.0005963549,0.0005463037,0.0004975836,0.0007445918,0.0011809023,0.0018339366,0.0044692537,0.0022698611,0.0015351899,0.003263264,0.00341944,0.003949835,0.0093211654,0.015315636,0.010144388,0.0077465201,0.0068331361,0.0074419198,0.0058600182,0.011209193,0.017506913,0.0153392479,0.015917822,0.0158161276,0.0115094285,0.0091635815,0.0022288752,0.011866365,0.0138068507,0.0158933265,0.0150689705,0.0103099351,0.0040804002,0.0054511473,0.0157480111,0.0106424189,0.0097072019,0.0084624613,0.0039394389,0.004788924,0.0224666497,0.0226039355,0.0123479194,0.0040957781,0.0061650512,0.0087061969,0.019408396,0.0126891581,0.0114444331,0.0094534301
0,0,0.0003716119,0,0.0009077527,0.000862743,0.0008714235,0.0006649449,0,1.92E-05,0.0041860991,0.0016703067,0.0007447383,0.0014539655,0.0008839962,0.0007168814,0.0022947987,0.0011390913,0.0008061633,0.0001586234,0,0,0,0,3.12E-05,0,0,0.0007827305,0.0007535963,0.0008249383,0.0011742683,0.0011934618,1.27E-05,0,0.0005916766,0.0005177171,0.0006338361,0.0005988236,0,2.52E-05,0,0.0005042509,0.0003035283,0.0002880319,0.000469725,0.0001842249,5.10E-05,0,0.0004214661,0.0005735559,0.000527958,0.0004718561,0.0005677458,0.0009852466,0.0015987982,0.0041625207,0.0020961964,0.00132297,0.0030822375,0.0031583478,0.0035258251,0.0086550268,0.014424797,0.0093787051,0.0071203583,0.0061552105,0.0067417974,0.0053204043,0.0101799191,0.0163111237,0.0141517304,0.0148427503,0.0146239983,0.0104636914,0.0083805107,0.0014019089,0.0104134051,0.0124094391,0.0148424265,0.0139546386,0.0093004954,0.0034303594,0.0044984259,0.0137398066,0.0090668394,0.0087955688,0.0073444218,0.0027935168,0.0040952305,0.0202365547,0.0209173174,0.0113060946,0.0035607195,0.0055881494,0.0077572101,0.0177938507,0.0117937962,0.010806348,0.0085586343
0,0,0.0003767983,0,0.0009071279,0.0008684082,0.0008653928,0.0006751992,0,4.60E-06,0.0042039975,0.0016685375,0.0007402241,0.0014389054,0.0008604392,0.0007144533,0.0023210898,0.0011328829,0.0008015898,0.0001809184,0,0,0,0,2.52E-05,0,0,0.0007817757,0.0007482836,0.0008214373,0.0011599995,0.0011030689,1.76E-06,0,0.0005880907,0.000513907,0.0006266393,0.0005957108,0,1.47E-05,0,0.0004864258,0.0002960448,0.0002832675,0.0004429431,0.0001403343,0,0,0.0003668163,0.0005419472,0.0005044814,0.0004395697,0.0004238803,0.0008075044,0.0013695307,0.0038053387,0.0018996679,0.0010840215,0.0029053275,0.0028338516,0.0031185743,0.0079308589,0.0135039046,0.0085664361,0.0064248501,0.0055029888,0.0059618187,0.0047872017,0.0092429998,0.0151312006,0.0130544836,0.0138057441,0.0134567198,0.009450389,0.0076690497,0.0008651593,0.0091001525,0.0110585689,0.0138076461,0.0128918922,0.0083273234,0.0027112894,0.00361027,0.0118446363,0.0075949372,0.0079481127,0.0064075416,0.0018655023,0.0034533188,0.0181393696,0.0192103781,0.0101400568,0.0031227337,0.0049890311,0.0068452926,0.0161194464,0.0107859014,0.0100975674,0.0075605511
0,0,0.0003727366,0,0.0008950053,0.0008740124,0.0008714235,0.0006854534,0,0,0.0042152496,0.0016484903,0.0007386757,0.0015053044,0.0008074452,0.0007115968,0.0023482011,0.0010940026,0.0007659326,0.0001688571,0,0,0,0,2.50E-05,0,0,0.0007627528,0.0007416243,0.0008082658,0.0011393461,0.0010233106,0,0,0.0005679448,0.000493786,0.0005986493,0.0005728008,0,4.07E-06,0,0.0004420262,0.0002713564,0.0002676748,0.0004158002,8.87E-05,0,0,0.0003249941,0.0004738892,0.0004367138,0.0003689946,0.0003562495,0.0006277455,0.0011542328,0.0034037789,0.001642931,0.0008774838,0.0027086118,0.0024291374,0.0027466088,0.0071381126,0.012555089,0.0077334898,0.0057065539,0.0048352047,0.0051587562,0.0042959758,0.0083635984,0.0139485531,0.0119986013,0.0127726667,0.0123482974,0.0084957117,0.0070170094,0.0005410735,0.0078651114,0.0098608669,0.0128066006,0.0119007746,0.0073565485,0.0020012279,0.0028387762,0.0100588923,0.0062948589,0.0072105204,0.0056561567,0.0013688855,0.0028891548,0.0161400887,0.0174922742,0.0088209899,0.0027015812,0.0044528787,0.0059254299,0.0144815462,0.0097027525,0.0093344915,0.0065132055
0,0,0.0003682375,1.17E-05,0.0008924434,0.0008702965,0.0008701442,0.000680224,0,0,0.0042152112,0.0016348067,0.0007378031,0.0015137664,0.000771611,0.000695997,0.0023506223,0.0010646231,0.0007484226,0.0001688571,0,0,0,0,1.56E-05,0,0,0.0007308031,0.0007207897,0.0007889491,0.0010988838,0.0009681376,0,0,0.0005457819,0.0004730674,0.0005679946,0.0005469274,0,0,0,0.0003664139,0.0002471492,0.0002495314,0.0003918818,4.27E-05,0,0,0.0002857615,0.0003938024,0.0003671794,0.0002946196,0.0002831182,0.0004843748,0.0009391312,0.003051419,0.0013597954,0.0006533678,0.0025094397,0.0020907369,0.0023659983,0.0063878398,0.0116263081,0.0068775501,0.0050185482,0.0042142068,0.0044089401,0.0038569625,0.0074566002,0.0128438079,0.0109546024,0.0117544187,0.0112954819,0.0075710453,0.0063882665,0.0003003863,0.0066165944,0.0087233433,0.0118244154,0.0108969659,0.0063266696,0.0014095223,0.0021505178,0.0084442712,0.0051985737,0.006447041,0.0049003357,0.0010151024,0.0022931623,0.0141729186,0.0157608658,0.0075318223,0.0023119291,0.0039213797,0.0051245165,0.0128464095,0.0085659213,0.0084652807,0.005482838
0,0,0.0003649882,2.17E-05,0.0008985046,0.0008665807,0.0008664893,0.0006675332,0,0,0.0042147053,0.0016327303,0.0007350667,0.0013549356,0.0007462391,0.0006847823,0.0023295963,0.0010588821,0.0007585355,0.0001787254,0,0,0,0,3.50E-06,0,0,0.0006876894,0.0006829153,0.0007600352,0.0010410228,0.0009060677,0,0,0.0005245154,0.0004544405,0.0005347502,0.0005244407,0,0,0,0.0002988341,0.0002291983,0.0002315805,0.0003662596,1.21E-05,0,0,0.0002586302,0.0002882543,0.0002914491,0.0002285704,0.0002026783,0.0003939964,0.0007273693,0.0026677127,0.0010162681,0.0004920027,0.0022330694,0.0017828473,0.0019692272,0.0056750907,0.0107255141,0.0060105708,0.0043940656,0.003619549,0.0036667829,0.0034320361,0.0065419447,0.0117836996,0.0100003123,0.0107899643,0.010265683,0.0066247654,0.0057927574,0.0001966875,0.0054220545,0.0076363343,0.0108661162,0.0099479886,0.0053584612,0.0009310774,0.0015712535,0.0068563624,0.0043566199,0.0057253576,0.0041795232,0.0008058974,0.001728535,0.0121713515,0.0140188915,0.0063359478,0.0019704627,0.003456866,0.0042979676,0.0111373782,0.0074294755,0.0074300954,0.0044724771
0,0,0.0003608641,5.75E-06,0.0009106272,0.000862743,0.0008723372,0.0006619663,0,0,0.0042021456,0.0016342889,0.0007336729,0.0013230797,0.0007441408,0.0007138453,0.0023141384,0.0010550496,0.0007493217,0.0001429072,0,0,0,0,0,0,0,0.0006382102,0.0006348806,0.0007140081,0.0009846423,0.0007913901,0,0,0.0004850454,0.0004158919,0.0004931137,0.0004814345,0,0,0,0.0002162436,0.0001873771,0.0001845618,0.000274044,0,0,0,0.0002086758,0.0001911772,0.000219204,0.0001619404,0.000126891,0.0002771524,0.0004991198,0.0023092264,0.0007844831,0.0003201689,0.0019271296,0.0015272044,0.0016118009,0.0050344252,0.009790882,0.0051007193,0.0037582725,0.0031177943,0.0029825047,0.0029184885,0.0057786715,0.0107658836,0.0089897131,0.0097776573,0.0092348565,0.0056930248,0.0052469458,0.0001375632,0.0043141915,0.0066988803,0.0098427071,0.008999885,0.0044507738,0.0005316543,0.000972021,0.005450379,0.003548038,0.0049320791,0.0034861093,0.0005652444,0.0012884168,0.0102734444,0.012311707,0.0052266321,0.0015076067,0.0029983532,0.0035121921,0.0095114598,0.0062698429,0.0063741459,0.0035093473
0,0,0.000363676,0,0.0009181256,0.0008685909,0.0008706925,0.0006608698,0,0,0.0041802412,0.0016209073,0.0007344068,0.0014121604,0.0007666601,0.0007414525,0.0023244772,0.0010554475,0.0007325012,0.0001027032,0,0,0,0,0,0,0,0.0005745557,0.000569953,0.0006492518,0.0009221019,0.000689354,0,0,0.0004260022,0.0003568736,0.0004378806,0.0004157176,0,0,0,0.0001084992,0.0001227444,0.0001095339,0.000165216,0,0,0,0.0001372294,0.0001054996,0.0001528401,9.31E-05,5.85E-05,0.0001730551,0.0002718942,0.0019193162,0.0005966909,0.0001752192,0.001523671,0.0013079748,0.0012992716,0.0043594199,0.0087987289,0.0041342854,0.0030765408,0.0025388586,0.0023441014,0.0022965194,0.0050436411,0.0097427777,0.0079215601,0.0086831469,0.0082060939,0.0048461667,0.0047667546,7.28E-05,0.0033269591,0.0060700767,0.0089055397,0.0080515438,0.0037102209,0.0003015572,0.0005841973,0.0042366049,0.0028215683,0.0041914347,0.0029357164,0.0003451806,0.0009982783,0.0084218565,0.0106500158,0.004170624,0.0010572688,0.0025778465,0.0028721131,0.0079247521,0.0051378215,0.0053840303,0.0026207455
0,0,0.000370987,0,0.000921375,0.0008722458,0.0008644791,0.0006577022,0,0,0.0041842448,0.0016114018,0.0007357468,0.0014243762,0.0007606524,0.0007549398,0.0023371112,0.0010569488,0.0007313954,7.57E-05,0,0,0,0,9.09E-06,0,0,0.0004954037,0.0004984885,0.0005717157,0.0008375148,0.000702073,0,0,0.000349403,0.0002835864,0.0003721885,0.0003459665,0,0,0,6.60E-05,7.81E-05,6.76E-05,0.0001129935,0,0,0,8.60E-05,4.79E-05,9.61E-05,4.36E-05,3.20E-05,0.0001022761,0.0001286164,0.001559942,0.0004225366,8.40E-05,0.0011053042,0.0010482144,0.000980483,0.0037262769,0.0079046776,0.0032538954,0.0023574068,0.0018061006,0.0018185773,0.0017835567,0.0044698849,0.00882426,0.0068162444,0.0075458066,0.0071267491,0.0041401861,0.0042244993,2.62E-05,0.0024698066,0.0053902113,0.0079140834,0.0070693687,0.0029953037,0.000161368,0.0002928313,0.0032494372,0.0022070547,0.0033114297,0.0023760464,0.0001826398,0.0006110233,0.0067981895,0.0090859724,0.0031302257,0.0007682499,0.002178917,0.0022324953,0.0064162443,0.0040347397,0.0043029607,0.0019311388
0,0,0.0003628012,1.65E-05,0.0009173758,0.000864936,0.0008547327,0.0006616008,0,0,0.0041974223,0.0016089432,0.0007361296,0.0014177427,0.0007366023,0.0007570481,0.0023580748,0.0010419884,0.000735142,0.000110744,0,0,0,0,2.15E-05,0,0,0.0004142931,0.0004292764,0.0004918292,0.0007432326,0.0007200422,0,0,0.000266628,0.0002079584,0.0003056498,0.0002766636,0,0,0,4.16E-05,4.33E-05,4.19E-05,6.93E-05,0,0,0,4.46E-05,5.59E-06,4.57E-05,5.08E-06,2.08E-05,3.01E-05,1.08E-05,0.0012438071,0.0002864715,6.20E-06,0.0007800007,0.0007854645,0.0006615125,0.0031082404,0.0070161814,0.0023572103,0.0015680642,0.0010429892,0.0013626465,0.001324371,0.0040026136,0.0079581766,0.0057182351,0.0064321564,0.0060396572,0.0035346427,0.0036918953,7.19E-06,0.0017671929,0.0047252808,0.0069222722,0.0061478688,0.0022983448,5.74E-05,4.88E-05,0.00249247,0.001604497,0.0024655901,0.0018600844,4.07E-05,0.0002173289,0.0053373181,0.0075597608,0.0021734807,0.0005230684,0.0018214473,0.0016410913,0.0050267736,0.002987649,0.0031579121,0.0012915557
0,0,0.0003544279,1.65E-05,0.0009135016,0.0008647532,0.0008344174,0.0006572758,0,0,0.0042344247,0.0016170948,0.0007347896,0.0014816206,0.0007345046,0.0007244101,0.0023905092,0.0010353829,0.0007562373,0.0001204295,0,0,0,0,2.29E-05,0,0,0.000368217,0.000380899,0.000425702,0.0006772767,0.0006396603,0,0,0.0002273572,0.0001424407,0.00026359,0.0002342302,0,0,0,2.02E-05,2.02E-05,2.02E-05,3.34E-05,0,0,0,2.03E-05,0,2.03E-05,0,1.04E-05,1.04E-05,0,0.0009127758,0.000238623,0,0.0006839251,0.0005294172,0.000504345,0.0025729461,0.0062205485,0.0013897697,0.0009622999,0.0005554654,0.0009516807,0.0009407841,0.0035730054,0.007166576,0.0047954741,0.0052450544,0.0049384802,0.0029143897,0.0030580768,0,0.001393766,0.0041585208,0.0061337788,0.0051906408,0.0019495837,2.69E-05,1.45E-05,0.0021171947,0.0012914658,0.0019034299,0.001480799,1.45E-05,9.52E-05,0.0041988428,0.006262574,0.0017262327,0.0004531186,0.0015354478,0.0011965282,0.0038929594,0.0021705901,0.0022529205,0.0008375638
0,0,0.0003464295,0,0.0009093774,0.0008684082,0.0008050867,0.0006452755,0,0,0.0042777167,0.0016271821,0.0007334496,0.0015604283,0.0007373755,0.0006915722,0.0024231645,0.0010327926,0.0007802316,0.000108551,0,0,0,0,2.31E-05,0,0,0.0003296326,0.0003369039,0.0003635654,0.0006176863,0.0005557716,0,0,0.0001972255,7.89E-05,0.0002268094,0.0001972255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005738545,0.0001950095,0,0.0005938791,0.0002759284,0.0003646147,0.0020438799,0.0054415045,0.0004038144,0.0003878834,0.0001054634,0.0005376035,0.0005694047,0.0031399854,0.0063731741,0.0038973537,0.0040617956,0.0038492912,0.0022758747,0.0024049359,0,0.0010483272,0.0036181055,0.0053653427,0.0042633561,0.0016287036,0,0,0.0017620384,0.0010394574,0.0013585555,0.0010764268,0,0,0.0030658175,0.0049855562,0.001307257,0.0003993924,0.0012537397,0.0007643487,0.0027958279,0.0014063986,0.0013985908,0.0004153207
