Cell 1,Cell 2,Cell 3,Cell 4,Cell 5,Cell 6,Cell 7,Cell 8,Cell 9,Cell 10,Cell 11,Cell 12,Cell 13,Cell 14,Cell 15,Cell 16,Cell 17,Cell 18,Cell 19,Cell 20,Cell 21,Cell 22,Cell 23,Cell 24,Cell 25,Cell 26,Cell 27,Cell 28,Cell 29,Cell 30,Cell 31,Cell 32,Cell 33,Cell 34,Cell 35,Cell 36,Cell 37,Cell 38,Cell 39,Cell 40,Cell 41,Cell 42,Cell 43,Cell 44,Cell 45,Cell 46,Cell 47,Cell 48,Cell 49,Cell 50,Cell 51,Cell 52,Cell 53,Cell 54,Cell 55,Cell 56,Cell 57,Cell 58,Cell 59,Cell 60,Cell 61,Cell 62,Cell 63,Cell 64,Cell 65,Cell 66,Cell 67,Cell 68,Cell 69,Cell 70,Cell 71,Cell 72,Cell 73,Cell 74,Cell 75,Cell 76,Cell 77,Cell 78,Cell 79,Cell 80,Cell 81,Cell 82,Cell 83,Cell 84,Cell 85,Cell 86,Cell 87,Cell 88,Cell 89,Cell 90,Cell 91,Cell 92,Cell 93,Cell 94,Cell 95,Cell 96,Cell 97,Cell 98,Cell 99
0.0024568338,0.0018248653,0.0021644326,0.0010241201,0.0014461532,0.0108658294,0.0098857681,0.0088914567,0.0050629032,0.0054070964,0.0071189055,0.004932121,0.0108977231,0.0134147357,0.0130291621,0.0121836913,0.0121930235,0.0065771253,0.0051407874,0.0107079923,0.0120348343,0.0123475417,0.0107550658,0.0113368773,0.0082202052,0.0037372088,0.0098832714,0.0103870357,0.0139482628,0.015210315,0.0168549151,0.0142433888,0.0070370579,0.0094546485,0.0111504869,0.0138355746,0.0163263634,0.0200528244,0.020465363,0.0175479286,0.0085598288,0.011368417,0.0133662796,0.0179248092,0.0227365122,0.0243857411,0.0231535748,0.007012784,0.0120525694,0.0128244427,0.0174399704,0.0228623065,0.0264980551,0.0272942971,0.014916842,0.0206278287,0.0209038075,0.0232328253,0.0263969802,0.0308032445,0.0336128392,0.03086012,0.0380704018,0.0354129605,0.0334609006,0.0353174693,0.035943625,0.0357851196,0.0506833863,0.0541168049,0.0478808592,0.0435854144,0.0457690317,0.041361726,0.0355062572,0.0357804022,0.0450397664,0.0432636297,0.0406860587,0.0420805818,0.0337224032,0.0225155013,0.0249338995,0.0322395972,0.0266536823,0.0255395513,0.0263708681,0.0195696418,0.0125734929,0.0425182924,0.0317728972,0.0189716907,0.0153722456,0.0122161402,0.0136456702,0.032109544,0.0187203834,0.0176529697,0.0160782982
0.0022043496,0.0016084613,0.0019605881,0.0009065235,0.001315679,0.0101165343,0.009163772,0.0082760568,0.0045025615,0.0046863385,0.0069967328,0.0047178166,0.0100480372,0.0126303835,0.0122562409,0.0114411148,0.0114232562,0.0060462776,0.0048475317,0.0099289313,0.0111734157,0.0116089166,0.0100909279,0.0106708172,0.0077150297,0.0034076746,0.0091372544,0.0095934734,0.0131025152,0.0144235302,0.0160393935,0.0135138614,0.0065799998,0.0088882501,0.010402115,0.0130116407,0.0155889653,0.0192779717,0.0197753977,0.016957638,0.0081505561,0.0107357074,0.0127857226,0.0172703138,0.0222432762,0.023916808,0.0226363951,0.0067483784,0.011572783,0.0123610043,0.017055734,0.0225315284,0.0262066806,0.0270132205,0.0148134682,0.0205600991,0.0207771492,0.0231615204,0.0264529372,0.0308420592,0.033604619,0.031153185,0.0385470203,0.0358650403,0.0338593229,0.0357397339,0.0362905959,0.0360817162,0.051424168,0.0550528127,0.0487427408,0.0444213401,0.0466491713,0.0420486024,0.0360286865,0.0364356219,0.0459575611,0.0442094061,0.0416139509,0.0429872782,0.0343749555,0.0228892683,0.0255315128,0.0331136373,0.0273564985,0.0261760921,0.0269828277,0.0200079906,0.0129113838,0.0435676943,0.03279746,0.0195889177,0.0158475713,0.0125636619,0.0139866945,0.0329577009,0.0193707928,0.0181453321,0.0165296243
0.0019365651,0.0013972181,0.001754024,0.0007727253,0.0012275062,0.0093295244,0.0084618648,0.0076494095,0.0039918989,0.0040587671,0.0067382119,0.0044860821,0.0092001651,0.011873281,0.0115007842,0.0106793298,0.0106920444,0.0055551806,0.004515194,0.0090870357,0.0103792928,0.0108824582,0.0093653723,0.0099540715,0.007170966,0.0030586739,0.0083896864,0.0087537941,0.0122108034,0.0135728783,0.0152296549,0.0127478358,0.0061324224,0.0082854946,0.0096356413,0.0120919605,0.0147936172,0.0184361764,0.019007946,0.0163194757,0.007703621,0.0100799225,0.0121655582,0.0165152928,0.0216480069,0.0233713398,0.0220144676,0.0064178913,0.0109678204,0.0118132016,0.0165694471,0.022132424,0.0258498865,0.0266612612,0.0146739249,0.0204335123,0.0205804851,0.023031357,0.0264350153,0.0308209266,0.033538308,0.0313765387,0.0389893268,0.0362666299,0.0342144918,0.0361075098,0.0365978074,0.0363531725,0.0520996614,0.055916166,0.0495867366,0.0452299688,0.0475162393,0.0427333108,0.0365270577,0.0370757268,0.0468509921,0.0451146287,0.042529954,0.043864868,0.0349977258,0.0232438305,0.0261026557,0.0339776116,0.0280562328,0.0267778045,0.0275876351,0.0204392825,0.0132333379,0.0446113203,0.0337948687,0.0201885124,0.0163043297,0.0129107221,0.0143062476,0.0337765457,0.020019083,0.0186318514,0.0169780053
0.0016524834,0.0011557617,0.0016055222,0.0006448364,0.0011482342,0.0085200841,0.0078043946,0.0069886523,0.0034883483,0.003490269,0.0063419468,0.0042159082,0.0083567222,0.0111273018,0.0106756544,0.0099432228,0.0100002391,0.0050811163,0.0041431978,0.0082375993,0.0095838018,0.0101913016,0.0086861239,0.0092828783,0.0065833361,0.0027232211,0.0076495251,0.0078065532,0.0113539248,0.0127307489,0.0144547117,0.0119976142,0.0056631778,0.00765072,0.0088335722,0.0111620315,0.01398852,0.0175617202,0.0181736618,0.015683551,0.0072275693,0.0093143588,0.0115071974,0.0156745362,0.0209471368,0.0227446729,0.0213541172,0.0060604973,0.0103050457,0.0112116852,0.0159994955,0.0217036732,0.0254495192,0.0262744101,0.01445853,0.0202040178,0.0203029405,0.0228463316,0.0263485712,0.0307388994,0.0334288061,0.031559067,0.0393844195,0.0366157832,0.0345108975,0.0364490058,0.0368629026,0.036612642,0.052735347,0.0567526803,0.0503917386,0.0460108167,0.0483568771,0.0433920803,0.0370113305,0.0376894875,0.0477373973,0.045995145,0.0434467269,0.044725301,0.0355871496,0.0236094636,0.02665365,0.0348117245,0.0287296753,0.0273629739,0.0281798165,0.0208654759,0.0135636427,0.0456435831,0.034806186,0.0207922144,0.0167472276,0.0132162007,0.0146217097,0.0345620458,0.0206315094,0.0191265901,0.0174239449
0.0013536935,0.0008961595,0.0014859486,0.0005071971,0.0010691654,0.0076837201,0.0071526554,0.0062936514,0.0029216699,0.0029632594,0.0060276931,0.0039375804,0.0074299443,0.0103797131,0.0098909227,0.0091986018,0.009324474,0.0046558988,0.0037648048,0.0073792799,0.0087556503,0.0094659074,0.0080271249,0.0086984916,0.0059970597,0.0023585448,0.0068997227,0.0068325839,0.0104746338,0.0119419778,0.0137107023,0.0113081266,0.0052048984,0.0069849713,0.0079875131,0.0102590003,0.0131761465,0.0166727797,0.0172623453,0.0149428282,0.0066931211,0.0084480733,0.0108070351,0.0148250899,0.020167079,0.0220355815,0.0206532568,0.0056884544,0.0096672733,0.010535186,0.01537624,0.0211738163,0.0249430348,0.025812134,0.0141962824,0.019919977,0.0199244656,0.0225659231,0.0262046899,0.0305994636,0.0332743446,0.0316913235,0.0397157146,0.0369285453,0.0347610399,0.0367551931,0.0370669188,0.0368319832,0.0533425467,0.057558157,0.0511533461,0.0467814196,0.0491902648,0.044005105,0.0374680778,0.0382651692,0.0485800099,0.0468386636,0.0443351651,0.0455718812,0.0361408422,0.0239618255,0.0271780445,0.0356243381,0.0293799294,0.0279499672,0.0287645226,0.0212706756,0.0138647242,0.0466936702,0.0358282486,0.0213811154,0.0171403743,0.0135008527,0.0149364883,0.0353182654,0.0212214861,0.0195875203,0.0178081293
0.0011109705,0.0006845812,0.0013589479,0.0003374994,0.0009815096,0.0068706444,0.006520107,0.005563015,0.0023567982,0.0024247223,0.0058466146,0.0036769938,0.00647108,0.009637515,0.0091538284,0.0084606777,0.008691202,0.0042664349,0.0034120249,0.0065201647,0.0078851008,0.0086687464,0.0073465925,0.0080789384,0.0054664482,0.0019871538,0.0061597999,0.0059551562,0.0094782573,0.0111652665,0.0129646795,0.0105954453,0.0047557241,0.0063459612,0.0072192159,0.0093157759,0.0123304616,0.0157621001,0.0163241849,0.0141313209,0.0060772377,0.0076270837,0.0100489459,0.0139906076,0.019302629,0.0212418712,0.0198890685,0.0052647784,0.0090416351,0.0097920974,0.0146839946,0.0205393173,0.0243488254,0.0252383728,0.0138831892,0.0195830048,0.0194425422,0.0221662677,0.025993831,0.0303820859,0.0330409172,0.0317641388,0.0399816192,0.0371833126,0.0349498611,0.037005498,0.0372263035,0.037005451,0.0539055556,0.0582968844,0.0518629055,0.0475269698,0.0500038455,0.0446124653,0.0378903991,0.0387774888,0.0493644722,0.0476339209,0.0451622971,0.046372935,0.0366840572,0.0242852886,0.0276701314,0.0364251866,0.0299985063,0.0285022732,0.029325275,0.0216202624,0.0141411045,0.0476970806,0.0368312837,0.0219332447,0.0175014277,0.0137827593,0.0152411334,0.0360417872,0.0217759844,0.0199891637,0.0181713949
0.0009304391,0.0005122216,0.0012362522,0.0001833877,0.0009123699,0.0060855926,0.0058840796,0.0048568861,0.0018441342,0.001880464,0.005696832,0.0034313118,0.0055895802,0.0089180387,0.008420636,0.0077589477,0.0080828177,0.0038753975,0.0030641667,0.0056095186,0.0069677399,0.0078351764,0.0066593375,0.0073952144,0.0049244625,0.0016745264,0.0054995172,0.0052009882,0.0084526758,0.0103908697,0.0121975646,0.0098632668,0.0043114274,0.005722089,0.0064913607,0.0083531895,0.011433105,0.0148321912,0.0154101189,0.0133442085,0.0054467299,0.0068031258,0.00922655,0.013086197,0.0183547478,0.0203644604,0.019068368,0.0047928043,0.008434032,0.0090049961,0.0139032571,0.0198206796,0.0236902632,0.0245669501,0.0134943776,0.019161392,0.0188759761,0.0216996702,0.0256927811,0.03007713,0.0327100338,0.0317760466,0.0401673848,0.0373676841,0.0350706316,0.0371929291,0.0373489393,0.0371151138,0.054422583,0.0589717694,0.0524994246,0.048218446,0.0507504427,0.045184525,0.0382753408,0.0392609624,0.0501067067,0.0483948723,0.0459644025,0.0471208006,0.0371941126,0.0245755451,0.0281756323,0.0372137864,0.0305606329,0.028999897,0.0298229727,0.0219266598,0.0144160862,0.0486603681,0.0378063397,0.0224547837,0.017847718,0.0140477899,0.0155583463,0.0367088851,0.0223092082,0.0203673022,0.0185516464
0.0007935435,0.0003432611,0.0011251753,8.56E-05,0.0008843804,0.0053091971,0.0052442921,0.0042553008,0.0014478342,0.0014359073,0.0055399287,0.0032178707,0.0047658451,0.0082143298,0.0076701683,0.0070893873,0.0074708644,0.0034949431,0.0027226805,0.004732862,0.0060608103,0.0070356534,0.0059768567,0.0067437839,0.0043002524,0.0014354937,0.0048123213,0.0044523169,0.0074327339,0.0096296782,0.0113877886,0.009152236,0.0038967443,0.0051323406,0.00572063,0.0073813605,0.0104746275,0.013905749,0.0144868862,0.0125628611,0.0048581757,0.0059725616,0.0083190137,0.0121238248,0.0173257066,0.0194181952,0.0181470134,0.0043025625,0.0077965329,0.0081524699,0.0130493858,0.0189854619,0.0229504075,0.0238143719,0.0130180882,0.0186276409,0.0181850788,0.0211485293,0.025265623,0.029692703,0.0322895783,0.0317302304,0.0402757335,0.037475565,0.0351273785,0.037307595,0.0374105183,0.0371501365,0.0548995665,0.0595851319,0.0530802053,0.0488519352,0.0514367524,0.0457084814,0.0386064996,0.0397277062,0.050791007,0.0491059185,0.0467247874,0.0478276097,0.0376497373,0.0248252408,0.0286871216,0.0379778171,0.0310701245,0.029456675,0.0302547935,0.0221969387,0.0146736057,0.0495954716,0.0387465073,0.0229691205,0.0181578356,0.0142787273,0.0158664711,0.0373143001,0.0227950214,0.0207364595,0.0189117827
0.000686079,0.0001992938,0.0010218369,3.24E-05,0.0008696193,0.0045529897,0.0046270064,0.0037373044,0.001182211,0.0011214374,0.0053797101,0.0030086563,0.0040120408,0.0075460083,0.0069009968,0.006468096,0.0068403791,0.0031218726,0.0023896077,0.0039760282,0.0051050272,0.0062240558,0.0053274076,0.0061233286,0.0036392503,0.0012116026,0.0041591846,0.0036786394,0.0063484792,0.0088854667,0.0105895835,0.0084368383,0.0035216451,0.0045652811,0.0049611919,0.0063586987,0.0094438878,0.012990673,0.013508086,0.0117667389,0.0043069038,0.0052329883,0.0073730628,0.011154896,0.0162694267,0.0184097879,0.0171510737,0.0037704032,0.0071848443,0.0072590318,0.0121509104,0.0180595979,0.0221181742,0.0229662932,0.01246108,0.0180341099,0.0174002176,0.0205295803,0.0247601377,0.0292355781,0.0317927933,0.0316265229,0.0403335036,0.0375135879,0.0351138453,0.0373527311,0.0374020805,0.037118791,0.0553338418,0.0601552964,0.0536234466,0.0494505787,0.052083159,0.0461877931,0.0388767064,0.0401595332,0.0514313807,0.0497647992,0.0474207685,0.0485036558,0.0380631293,0.0250337793,0.0291614195,0.0387408521,0.0315692843,0.0298900537,0.0306538773,0.0224583915,0.014910133,0.0505305495,0.0396629355,0.0234836058,0.018441468,0.0144918844,0.0161488201,0.0378860249,0.023247412,0.0210775127,0.0192490932
0.0005777963,9.29E-05,0.0009148866,1.24E-05,0.0008736972,0.0039047629,0.0040366742,0.0031911845,0.0009777345,0.0008962897,0.0052327479,0.002770825,0.0033044122,0.0068687366,0.0061083112,0.0058380248,0.0062041785,0.0027732974,0.0020785675,0.0032318863,0.0041349458,0.0053165118,0.0046696049,0.0054895606,0.003026723,0.0009802525,0.003588618,0.0029618291,0.005272441,0.0081394988,0.0098464118,0.0075558046,0.0031870886,0.004034519,0.004281554,0.0053390789,0.0083713602,0.0121165411,0.0123872197,0.0109542052,0.0037567098,0.0045372298,0.0064605516,0.0102107227,0.0152398902,0.0173459771,0.0161184853,0.0032397106,0.0066106279,0.0064447966,0.0112025586,0.0170366506,0.0212054104,0.0220062116,0.0118273081,0.0173757665,0.0165966267,0.0198260641,0.0242256408,0.0287150672,0.0312334762,0.0314545865,0.0403513092,0.0374755283,0.0350285948,0.0373206089,0.0373313397,0.0370323944,0.0557040522,0.0606638335,0.0540997617,0.0499962526,0.0526838558,0.0466111944,0.0390838365,0.0405307631,0.0520264542,0.0503856022,0.048058674,0.0491140816,0.0384265299,0.0252004771,0.0295787332,0.0394836779,0.0320798021,0.0303080576,0.0310312138,0.0226998032,0.0151162633,0.0514498845,0.040555681,0.0239766226,0.0186829276,0.0146977969,0.016396374,0.0384311115,0.0236837035,0.0213989979,0.0195654933
0.0004489881,3.21E-05,0.0008016481,8.27E-06,0.0008788836,0.0033329453,0.0034198299,0.0026148019,0.0008262394,0.0007314205,0.0051134806,0.0026167315,0.0026735916,0.0061539458,0.0052536255,0.005162019,0.0055315237,0.0025247707,0.0018643936,0.0025186277,0.0032407943,0.0044056445,0.0039110004,0.0048273163,0.0024850462,0.0008160927,0.003043918,0.0023449209,0.0044356054,0.0073755249,0.0090917678,0.0066182794,0.0028627514,0.0035793055,0.0036708491,0.0043446995,0.0073086632,0.0112408427,0.0112493519,0.0101461662,0.0032068187,0.0038862012,0.0055437741,0.0092494389,0.0142401868,0.0162569477,0.01508732,0.002747958,0.0060457315,0.0056283391,0.0102195703,0.0159609012,0.0202215876,0.0209679508,0.0111557533,0.0166648876,0.0158086379,0.0190395119,0.0236227578,0.0281019011,0.0306093521,0.0312096662,0.0402883018,0.0373434445,0.0348723276,0.0372133244,0.0372013236,0.0368728449,0.0560033267,0.0610826474,0.0545274865,0.0504700682,0.0532153038,0.0469684635,0.0392350129,0.0408314457,0.0525571715,0.0509579631,0.0486392885,0.0496489833,0.0387215828,0.0253287987,0.0299628662,0.0401910532,0.0325621694,0.0306589803,0.031374761,0.0228976588,0.0152912874,0.0523324197,0.0414254628,0.0244283926,0.0188926028,0.0148989796,0.0166252374,0.0389353812,0.0240522467,0.0216912191,0.0198713764
0.0003374088,1.33E-05,0.0006929402,2.25E-05,0.0008790086,0.0028074222,0.0027638282,0.0020888695,0.0006744579,0.0006044333,0.005034566,0.0025358966,0.0022342529,0.0055230329,0.004445051,0.0045042151,0.004911632,0.0024444456,0.0018253282,0.0019120339,0.0025201151,0.0035122495,0.003060493,0.0041677217,0.0020329789,0.000683426,0.0025754782,0.0018619927,0.0038168057,0.0066379443,0.0083219169,0.0058183392,0.002590428,0.0032074805,0.0031844102,0.0033125027,0.0063322854,0.0102748482,0.0100741475,0.0093481666,0.0027220859,0.0032588971,0.0046041448,0.0082090256,0.013229739,0.0151503971,0.0140139224,0.00228202,0.0054726779,0.0047667957,0.0091954102,0.0148358329,0.019165915,0.019873664,0.0104136349,0.0159462987,0.0149997003,0.0181647231,0.0228817203,0.0273691442,0.0298684323,0.0308914472,0.0401051075,0.037108586,0.0345983191,0.0370424229,0.0369871187,0.036609179,0.0562209173,0.0613890657,0.054885238,0.0508925766,0.0536434941,0.0472447755,0.0393115147,0.0410822013,0.0530170476,0.0514381995,0.0491722845,0.0500964196,0.0389505124,0.0254079606,0.030342962,0.0408934042,0.0329910947,0.0309372832,0.0316601958,0.0230443355,0.0154378528,0.0531850899,0.0422585291,0.0248567666,0.0191000764,0.0151059089,0.0168230274,0.0394002545,0.0244031786,0.0219600512,0.0201614153
0.000232928,0,0.0006062033,1.10E-05,0.0008832577,0.0023513228,0.0021414161,0.0016572168,0.0005399436,0.00050106,0.0049378973,0.0025633241,0.0019190592,0.0050252412,0.0038516219,0.0038974665,0.0044189764,0.0024876926,0.0019248938,0.0014288613,0.0019110098,0.0025919511,0.0023164047,0.0036257095,0.0016886861,0.0005458658,0.002196522,0.0015632904,0.0033375599,0.0059103799,0.0075036543,0.0050783668,0.0023568222,0.0028926342,0.0028434138,0.0023751437,0.0053910202,0.009262694,0.0089525183,0.0085500626,0.0023043965,0.0026449735,0.0037383939,0.0071422039,0.0122300822,0.0140362748,0.0128544905,0.001885198,0.0048255965,0.0039123711,0.0080709036,0.0136167093,0.0180805906,0.0187630003,0.0095943568,0.0152113788,0.0141476782,0.0171698164,0.0220363378,0.026554836,0.0290100567,0.0305048503,0.0398340015,0.036769067,0.0342214184,0.0367745397,0.0366944099,0.0362589154,0.0563557075,0.0616055576,0.0551535248,0.0512448279,0.0539833563,0.0474478965,0.0392945955,0.0412923436,0.05341823,0.0518249889,0.049665384,0.050470175,0.0391309166,0.0254435658,0.0307397554,0.0415756519,0.0333567177,0.031176591,0.0318875593,0.0231581457,0.0155375067,0.0540186613,0.0430481528,0.0252527712,0.0192935563,0.0152752579,0.0169833236,0.0398259004,0.0247176362,0.0222058194,0.020418656
9.50E-05,0,0.0005503725,5.00E-06,0.0008893815,0.0019833273,0.0017158187,0.0013898991,0.0004460477,0.0004274037,0.0047995641,0.0026355142,0.0017133544,0.0045817645,0.0034454412,0.0033855688,0.0041038814,0.0026586874,0.0021372644,0.0010495032,0.0014269195,0.0018369944,0.0018207112,0.0031633016,0.0014133662,0.0004155531,0.0019569965,0.001381522,0.0029333802,0.005185678,0.0066024395,0.0044218757,0.0021164094,0.0026151807,0.0025572584,0.0017226301,0.0044629814,0.0082852571,0.0079561399,0.0078094395,0.0019289694,0.0021396422,0.0029201066,0.0060453358,0.011251189,0.0129207404,0.0116795859,0.0015064491,0.0040893456,0.0030224353,0.0069715196,0.0124055795,0.0169667458,0.0176377029,0.0087694594,0.0143602184,0.0132354499,0.0161147408,0.02109822,0.025643763,0.0280454763,0.0301062733,0.0395139435,0.0363419859,0.0337737692,0.0364036747,0.0362994996,0.0358115653,0.0564220686,0.0617685438,0.0553403895,0.0515037638,0.0542375713,0.0475483792,0.0391932313,0.0414294707,0.0537637081,0.0521599355,0.0500926937,0.0507696834,0.039218162,0.0254389094,0.0311132566,0.04226437,0.0336806785,0.0313923865,0.0320766383,0.0232409124,0.0156042479,0.0548327617,0.0438288137,0.0256235851,0.0194339377,0.015436522,0.0171183488,0.0402081722,0.0249865496,0.0224164142,0.0206526252
1.85E-05,0,0.0004923838,2.10E-05,0.0008908187,0.0016902295,0.0014766551,0.0012388373,0.0003627469,0.0003449886,0.0047131763,0.0027042567,0.0015850769,0.0042287564,0.0031344182,0.0030273617,0.0039557563,0.0028275897,0.0023300286,0.0006561129,0.0009856247,0.0013533552,0.0014915701,0.0027080044,0.0011913052,0.0003222857,0.001788308,0.0012465636,0.0025702468,0.0044837708,0.0057688652,0.00383368,0.0019009728,0.0023695861,0.0022758411,0.0012675528,0.0036216927,0.0073198594,0.0070856694,0.0070919668,0.0015677979,0.001722172,0.0021567393,0.0050010239,0.0102703452,0.0118346653,0.0105458556,0.0011436068,0.0032569514,0.0020759503,0.0059315429,0.0112359666,0.0158510358,0.016462793,0.0079611257,0.0134381972,0.0123389776,0.0149982872,0.0200784789,0.0246305657,0.0269701903,0.0296809139,0.0391105311,0.0358116019,0.0332170613,0.0359246984,0.0358337091,0.0352590991,0.0564262642,0.0618224,0.0554266568,0.0516593425,0.0543597818,0.0475475814,0.0390137875,0.04147189,0.0539809069,0.0524227353,0.050399726,0.0509636653,0.0392135763,0.0253966297,0.0314308612,0.0428996789,0.0339556146,0.0315401655,0.0321960267,0.0232705326,0.0156602766,0.0556124399,0.0445531239,0.0259505337,0.0195010109,0.015582703,0.0172477626,0.0405127224,0.0251916998,0.0225788343,0.0208623002
6.93E-06,0,0.0004486722,1.25E-05,0.0008980047,0.0014874456,0.0013173538,0.0011300092,0.000293061,0.0002621162,0.0046876098,0.0027486903,0.0015128205,0.0039718685,0.0029344128,0.0028201127,0.0038287343,0.0029129717,0.0024482326,0.0003715247,0.0005719656,0.0010607393,0.0012550447,0.0023216417,0.0010192645,0.0002784884,0.0016212798,0.0012767811,0.0023548422,0.0039620094,0.0052008548,0.003427639,0.0017225493,0.0021688279,0.002105164,0.0010019467,0.0030688129,0.0064991435,0.0062385653,0.0063279568,0.001215072,0.0013899829,0.0016504416,0.0041386039,0.009319008,0.010783044,0.009493294,0.000854371,0.0025660886,0.0013140262,0.004907079,0.0101337615,0.0147445995,0.0152620717,0.0071570546,0.0125145223,0.0115306695,0.013882425,0.0190018224,0.0235231218,0.025784561,0.0291378003,0.0385952642,0.0351540023,0.0325162912,0.0353097212,0.035271408,0.0345765964,0.0563342066,0.0617465764,0.0554056149,0.0516978495,0.0543517785,0.0474260051,0.0387218022,0.041413409,0.0540651985,0.0525498342,0.0505664219,0.0510300245,0.0391334157,0.0252923249,0.0316705862,0.0434470783,0.034159997,0.0316158977,0.0322197913,0.0232475708,0.0157152329,0.056327953,0.0451827711,0.0262359239,0.0195338679,0.0156892071,0.0173481494,0.0407282274,0.025332712,0.0226914515,0.0210543479
0,0,0.0004182012,0,0.0009011291,0.0013755018,0.0011652412,0.0010007552,0.0002437804,0.0002123543,0.004686425,0.0027498954,0.0014579254,0.0037462135,0.0028092215,0.0026711929,0.0037291895,0.0029099833,0.0024727526,0.0002531922,0.0002054003,0.0008354233,0.0010735754,0.0020383469,0.0008357982,0.0002306881,0.0014728922,0.0013280764,0.0022115308,0.0035591901,0.0047908777,0.0031409364,0.0015319864,0.001984121,0.0019093553,0.0008824047,0.0026659483,0.0056501345,0.0053748696,0.0056134547,0.0009079528,0.0011478431,0.0013055666,0.0033434691,0.0083213331,0.0097694598,0.0085565465,0.0006049307,0.0020543695,0.0008345696,0.003931811,0.009070013,0.013631194,0.0140715353,0.0064022517,0.0116203636,0.010743451,0.012760731,0.0178299654,0.0223489172,0.0245146731,0.0284997681,0.0380035817,0.0343761703,0.0317030791,0.0345722998,0.0345824356,0.0337818841,0.0561209356,0.0615753332,0.0552888047,0.0516219742,0.0542227878,0.0471970382,0.0383296055,0.0412477722,0.054068276,0.0525716949,0.050630538,0.050989808,0.0389696228,0.0251322713,0.0318384838,0.0438995336,0.0342866204,0.0316227897,0.0321700775,0.0231939015,0.0157402635,0.0569646138,0.045755917,0.0264854367,0.0195457807,0.0157684358,0.0174124536,0.0408780379,0.0254542103,0.0227939693,0.0211967191
0,0,0.0003914898,0,0.0008945679,0.0012995929,0.0010728508,0.0008901922,0.0002053761,0.0001786664,0.0047136686,0.0027225668,0.0014068927,0.0034221063,0.0026996844,0.0024899954,0.003623625,0.0028661548,0.002460512,0.0002053474,6.50E-05,0.0006916077,0.0009233333,0.0018096202,0.0006984602,0.0001939082,0.0013221717,0.0013169766,0.0020478789,0.0032041907,0.0044648762,0.0029151519,0.0014151786,0.0018047576,0.0016558716,0.0008305777,0.002299187,0.0047159183,0.0045122755,0.0049249806,0.0007297608,0.0009943719,0.0010798852,0.002695928,0.0072661693,0.0087656107,0.0076781923,0.0004461686,0.0015575262,0.0006790046,0.0030282921,0.0079648081,0.0124745215,0.0129401769,0.0057251509,0.0108010801,0.0099713743,0.0116135803,0.0165246151,0.0211255358,0.023208993,0.0278363096,0.0373006763,0.0334653983,0.0308007426,0.0337175632,0.033794017,0.032890656,0.05576546,0.0612722167,0.0550403225,0.0514099451,0.0539443382,0.0468477559,0.0378720617,0.0409702616,0.0539543693,0.0524879621,0.0505797689,0.0508288157,0.0387240007,0.0249283423,0.0319825084,0.0442862948,0.034345558,0.0315224734,0.0320578166,0.0230824524,0.0157237131,0.0575222802,0.0462747432,0.026685763,0.0194859718,0.0158253251,0.0174604319,0.0409321582,0.0254934725,0.0228653592,0.0212764274
0,0,0.00038086,1.07E-05,0.0008923809,0.001259994,0.0010657977,0.0008473276,0.0001807599,0.0001463982,0.0046818779,0.0027060244,0.0013617087,0.0030103742,0.0025800718,0.0023304887,0.0035039594,0.002816854,0.0024498819,0.0001822782,2.65E-05,0.0005980138,0.0008062756,0.0015541956,0.0006338317,0.0001984713,0.001201785,0.0013005022,0.001846397,0.0028740333,0.004178012,0.0027284657,0.0013317185,0.0016124617,0.0014336618,0.0008177888,0.0019330831,0.0039975576,0.0037074165,0.0042702809,0.0006196661,0.000910752,0.0009554983,0.002213684,0.0062852058,0.0077278571,0.0068058546,0.0003578116,0.0011365574,0.0006376991,0.0021451315,0.0068279413,0.0113074493,0.0118829638,0.005178084,0.0100599504,0.0092621652,0.0105840884,0.0151513925,0.0198591873,0.021915641,0.0271771147,0.0364970318,0.0325271679,0.029839874,0.0327781118,0.0329311408,0.0318781388,0.0552993848,0.0608426858,0.0546705543,0.0510880601,0.0535336106,0.0463866617,0.0373319782,0.0405647796,0.0537164179,0.0522793476,0.0504361129,0.050564461,0.0383976098,0.02468804,0.0320683578,0.0446272619,0.0343437926,0.0313590873,0.0318873365,0.0229202849,0.0156788297,0.0579756366,0.0466833811,0.0268314278,0.0194023416,0.0158838432,0.0175091132,0.0409279037,0.0255007866,0.0228908982,0.0213338161
